,text,label,label_name
7451,i feel empty inside iphone wallpaper mobile wallpaper a href http www,0,sadness
7452,i feel this is just another clever ploy played by ashraf to attempt to avoid a beating at the hands of pakistani fans,1,joy
7453,i just really feel so curious about whether you and dad have ever been bitten,5,surprise
7454,i dont think that is true and i have tried to explain my feelings but he replies that if i am submissive to him i wouldnt question his authority on the subject,0,sadness
7455,i feel like im gonna be so greedy with him cuz i just love him so much,3,anger
7456,i feel like crap for being ungrateful,0,sadness
7457,i read said to start kick counts after weeks since movements are not very consistent or reliable before then but i had been feeling fairly strong movements and kicks towards the outside so when it changed i didnt know if it was normal or not,1,joy
7458,i feel quite proud of myself this month as i managed to get through wait for it ten books,1,joy
7459,i feel some people go a little overboard with a cake face or just too much going on and end up looking super unnatural,1,joy
7460,i ask myself why does the hip hop generation of african americans feel the word nigga is ok,1,joy
7461,i understand where they are coming from and why they feel the way they feel and i respect that they have the strength to say what they believe however popular or unpopular it is,1,joy
7462,im lying in bed writing this feeling exceptionally smug about the fact ive got two more days off cos ive got lots of lovely plans,1,joy
7463,i listen when he tells me he has an ominous feeling but i ignored him this time because i so wanted to see what was down the trail,0,sadness
7464,i always feel as if i take something worthwhile away from it not matter how badly it ended,1,joy
7465,i am so desperate to save her that i feel i will do anything yet i was so skeptical to consider chemo as i was told by her radiation oncologist initally as well as the internist that nasal sarcoma is not chemo sensitive,4,fear
7466,i was actually going from point a to point b but it didn t feel casual like every other night when i was just pretending,1,joy
7467,i feel like that wall is boring amp needs a pop of color,0,sadness
7468,i would add when i m feeling optimistic but a perfectly average person,1,joy
7469,i know that he hasnt even heard what i was saying so it makes me feel unimportant to him,0,sadness
7470,i am feeling determined to finish that bedroom,1,joy
7471,i can not help this feeling i am more considerate care of the owner,1,joy
7472,i didnt really feel like being thankful,1,joy
7473,i think back i feel like ive been spending a lot of time running around aimlessly unsure of where im going or why im doing this,4,fear
7474,i feel guilty leaving an f,0,sadness
7475,i do love life and i do love to laugh and i enjoy the funny side of things because honestly if i dont look at the funny side of things i would spend the majority of my life feeling pissed off over the stupid things that people do,3,anger
7476,im not completely sure my topic is narrow enough and im feeling apprehensive about being able to find half of my sources in print,4,fear
7477,i dream of jeannie i could still feel the violent grip of his hands on my shoulders,3,anger
7478,i woke up feeling terrific today and my head is so clear,1,joy
7479,i begin to feel even more agitated as i realize that keith has detoured for a tourist stop in another small mountain village on the way to xela,3,anger
7480,i resented being made to feel like a bad person for not possibly contributing to the better good and to the profits of some unspecified equipment maker,0,sadness
7481,ive been feeling quite miserable wouldnt be lying,0,sadness
7482,i feel like an idiot around my friends target blank rel nofollow title friendfeed img src http dearwendy,0,sadness
7483,going to take my driving test,4,fear
7484,i know myself and see how entrenchedly selfish i can be to feel accepted at the same time is a deeply moving experience and is at the heart of pureland buddhism,1,joy
7485,i feel like its resolved whereas before there was some negativity there,1,joy
7486,i do stay though it would be six more months of feeling discontent at times of being here,0,sadness
7487,i have been home for days now and am in a space that i feel comfortable and comforted in,1,joy
7488,i am not a catholic i certainly don t feel it is my place to take sides on this issue but i am curious how the leadership of the catholic church will mesh with its own people over these issues in the coming years,5,surprise
7489,i needed but i m feeling greedy,3,anger
7490,i see so many people who miss work at the drop of a hat because it s just a job and not very important to their overall being and that s fine but i have to do something that i feel is worthwhile to help me stay on what i deem as a good path,1,joy
7491,ive avoided thinking about it because i feel hurt just thinking it,0,sadness
7492,im feeling a little groggy today after a bit of a late night,0,sadness
7493,i feel awkward saying such things,0,sadness
7494,i feel some sort of disdain that im ashamed to even verbalize and yet i cant bring myself to deny or convince myself otherwise,0,sadness
7495,i feel confident that my prayer will be granted,1,joy
7496,i sometimes feel ashamed that i only care about my imagi nations,0,sadness
7497,i dont work its friday and my pink toenails and i feel especially playful so play we will,1,joy
7498,i am appalled that i feel violent toward another human being,3,anger
7499,i am very glad they came and glad i risked feeling foolish,0,sadness
7500,i as many others are feeling helpless that we as a world can not hold the grieving parents hands especially the mothers and grandmothers of nigeria as they desperately wait for assistance to have their girls return back home safely and let their laughter ring out through their home once again,4,fear
7501,i havent had dinner but im also feeling pretty lethargic so im not sure thats going to happen at all at this point,0,sadness
7502,i usually feel energized i just felt exhausted,0,sadness
7503,i havent gotten them yet because i still resent paying dollars for a procedure that wasnt fully successful and since i wore glasses for years i feel ive been tortured enough,3,anger
7504,im feeling less annoyed with him,3,anger
7505,i feel gracious for the opportunity to make a difference,1,joy
7506,i admit to feeling slightly alarmed that her book was also based on olden sarawak and there seemed to be parallel plot lines to the jugra chronicles,4,fear
7507,i hate the feeling that i can t do anything useful,1,joy
7508,i am feeling a bit miserable or passionate about something its all just in the moment,0,sadness
7509,i was feeling restless no one was home and it was sunny outside,4,fear
7510,i feel paranoid because nobody is saying anything,4,fear
7511,i am feeling so blessed so happy,1,joy
7512,i feel stupid the pointlessness of the cu,0,sadness
7513,i feel selfish for that choice i made i just beg that you dont let your love for me go away,3,anger
7514,i feel however that this administration is so dangerous i have no moral choice but to speak,3,anger
7515,i feel rather disheartened suddenly,0,sadness
7516,i feel like a failure like i m so fucked up that i have to be medically managed,3,anger
7517,i feel petty jealousy or anger yesterday in the face of my wifes happiness and our decision to chaperone a trip with my sons school,3,anger
7518,i know are feeling alone,0,sadness
7519,i feel aching all over my body,0,sadness
7520,i still get excellent feedback from unlikely people friends of my parents team mates co workers and the support really makes me feel like im doing something worthwhile,1,joy
7521,i will make you feel amazing tonight i need you no,5,surprise
7522,i will give proper praise to the amish for being punctual but feel that i should point out that they have never had to finish a game or tv show before they rushed out the door,3,anger
7523,i think i was addicted to feeling miserable and inadequate especially through the times in college when my teachers drove me to my own breaking point,0,sadness
7524,i feel about it has me shocked,5,surprise
7525,i wish that the girl he asked to prom had accepted his invitation that way i couldve been heartbroken and done with my feeling for him but now im just so indecisive,4,fear
7526,id never seen before because i had a feeling it would be way too violent for me and guess what i was right great acting impressive directing not a movie i ever want to see again some distractions were welcome,3,anger
7527,i feel angry alone unwanted vexed irritable all the time,3,anger
7528,i feel hateful of everything suddenly,3,anger
7529,i feel humiliated said mohammed hussein a year old factory worker,0,sadness
7530,i thought maybe i can get through this but now today and i am up crying already and feeling incredibly depressed,0,sadness
7531,i feel a cold coming on or drink a little extra xango juice when i am stiff and sore,3,anger
7532,i often feel dull and empty inside like i m nothing more than a studying machine and yeah i do give myself breaks,0,sadness
7533,i feel like i have an uncomfortable limit,4,fear
7534,i dissect every new fact that comes to surface i feel more disheartened,0,sadness
7535,i feel popular special and important,1,joy
7536,i really want this challenge to be a fun way for everyone to knock a few games off our backlogs without feeling pressured to reach any certain goals,4,fear
7537,i feel defective because i can t,0,sadness
7538,i feel comfortable running two miles i shouldnt have a problem running,1,joy
7539,i am feeling grumpy i put this on,3,anger
7540,im very very very very sorry i havent been feeling very well,1,joy
7541,i was exceptionally hurt by it and i m definitely still feeling the impact when it comes to trusting people,1,joy
7542,i feel so honored to have lindo guest starring on this post,1,joy
7543,i feel like the one who is being blamed and the one who would get upset if problems arose in the future,0,sadness
7544,i feel really terrific so far,1,joy
7545,i feel completely shaken up,4,fear
7546,i feel lethargic and crave junk food and pop,0,sadness
7547,i always jumble words and letters and i feel like the inhalers i took back in college are the culprit for my brain being permanently damaged,0,sadness
7548,im temporarily wounded feeling like an idiot and have already missed yoga because of the fall,0,sadness
7549,i told justin a couple days ago that im feeling better physically than i have in a while,1,joy
7550,i like about this song is how it feels bouncy and matches tiggers bouncy personality,1,joy
7551,i feel been accepted and although sip compliant voip services may be used as part of an institution s telephony infrastructure on the desktop and indeed on mobile phones skype probably is the safe mainstream option,1,joy
7552,i would very much like to come back here at a quieter time perhaps or if im feeling a bit brave then maybe during the night,1,joy
7553,i don t feel any safe,1,joy
7554,i found myself feeling inhibited and shushing her quite a lot,4,fear
7555,i feel embarrassed that im doing it because i think people like me insert liberal amount of negative self talk about weight dont do things like this,0,sadness
7556,i was able to be myself and not feel pressured to talk in a group so it was in a way better than all the years in secondary school,4,fear
7557,i did take a surprise two hour nap this afternoon though and woke up feeling not as exhausted as i did this morning so maybe thats a good sign,0,sadness
7558,i only feel irritated by it,3,anger
7559,i can feel superior on that point,1,joy
7560,i said that dancing makes me feel vaguely elegant,1,joy
7561,i get what shes saying but on another i feel pissed that she has to have a thick skin to put up with the crap women heap on each other,3,anger
7562,i am on the write track i feel contented and at peace,1,joy
7563,i didn t want to tell him because arun has these single line solutions to all my problems that leave me feeling extremely dissatisfied,3,anger
7564,i feel like god pooped on me laughed amp then walked away throwing a casual yeah,1,joy
7565,im moved in ive been feeling kind of gloomy,0,sadness
7566,i feel terribly burdened to have to deal with the results of it lol,0,sadness
7567,i ended up feelin shitty in mind,0,sadness
7568,i just posted when i reached to someones facebook that i used to think as one of my best friends which makes me feel so shocked and frustrated,5,surprise
7569,i have written i don t know why this would make me feel shy,4,fear
7570,i think about it how harmless that insect is i feel pathetic to be so overpowered by fear,0,sadness
7571,i just feel complacent and not at all like bothering,1,joy
7572,i remember last summer feeling so overwhelmed,5,surprise
7573,i drink into my feelings get numb,0,sadness
7574,i have to have it done but i feel terrified of another intrusion to my body,4,fear
7575,i am feeling very valued today,1,joy
7576,i am starting to feel the strain of not having enough time i did however make up some lost time with a vengeance yesterday and today and got s of the giant granny panties quilted,0,sadness
7577,i don t feel resentful i feel guilty,3,anger
7578,i feel like a whiney lil girl who s keeps whining and psycho ing herself to love studying and start studying,0,sadness
7579,i miss our talks our cuddling our kissing and the feelings that you can only share with your beloved,1,joy
7580,i feel very low already,0,sadness
7581,im more scared of like dramas or thrillers that are actually capable of happening and so leave me feeling disturbed i,0,sadness
7582,i did feel a connection between the two of them i wasn t convinced they d made it to the love stage yet,1,joy
7583,i am feeling a little nervous and anxious but never second guessing my decision,4,fear
7584,i would experience this a number of times later in life but this was my first experience with an icky racism that prevails in all cultures and skin colors around the world it made me feel dirty,0,sadness
7585,im not sure why today i feel so horrible,0,sadness
7586,i want to keep feeling strong yet i cant neglect that feeling inside me a feeling of betrayal somehow,1,joy
7587,i am sure that if another group came along that made her feel less like pluto and more like the sun that she would shift her own focus to where her input was valued,1,joy
7588,i feel assured saying the world could have one heck of a pacesetter on their hands,1,joy
7589,i am able to replace fear of people with love for them i feel so much more confident safe happy dare i say invincible,1,joy
7590,i dont want to rely on a guy to pay my bills but at the same time i am a free spirit and i feel like im being punished for being a free spirit,0,sadness
7591,i feel very reluctant to blog during my free period even when my hp is plugged to my laptop for charging making it easy to upload photos online,4,fear
7592,ive learned an important thing i binge eat to cope with what i cannot control feelings and emotional reactions to situations outside of my control,0,sadness
7593,i get the feeling that my supervising teacher is overwhelmed and may have too many students,4,fear
7594,ive been feeling very lethargic with the fact that i worked till plus on days that i need to pay back the hours for my lessons days and sleeping at plus every night ever since the beginning of this week,0,sadness
7595,i get to this store and feeling almost defeated i tell my mom it would be so crazy if they didnt have a printing service,0,sadness
7596,i feel as much disturbed as much a fool as as that dealer in love philters paaker,0,sadness
7597,i had never read the posts i never would have spent the emotional and mental energy to argue with them in my head or feel irritated by them,3,anger
7598,i feel certifiably idiotic right now,0,sadness
7599,i joke about her leaving me or tell her that i know shes going to fall in love with the city the country the people and never come back theres a place deep in my mind parallel to the empty sick feeling in my stomach that is terrified she really wont come back,4,fear
7600,i was bursting to feel the inside of this delicious woman s cunt,1,joy
7601,i have a sick feeling that our hour bus adventure will be in vain,0,sadness
7602,i have also known the pain of feeling worthless too broken too scarred to ever span style mso bidi font size,0,sadness
7603,i just take what i feel like would taste delicious and start off,1,joy
7604,i feel it is important to support young people in their creative endeavors,1,joy
7605,i didnt feel like i missed out one bit,0,sadness
7606,i send good energy and light into the universe it feels good,1,joy
7607,i was washing the trees hoping it would do some good and concurrently in the general trajectory of my life feeling more and more suspicious of much of the trappings of christianity and even sometimes maybe just kinda or a lot suspicious of its heart and in my head is this song,4,fear
7608,i feel homesick i read this collection of stories,0,sadness
7609,im sharing our school room because im sure im not the only one that struggles or has struggled with school room jealousy of feeling less than perfect,1,joy
7610,i feel so disappointed,0,sadness
7611,i feel like especially in the art world we could all do with a little more reality and little less you fill in the blank,0,sadness
7612,i feel rubbish today having a bad cold and cough really isn t ideal and the thought of attempting to leave the sofa fil,0,sadness
7613,i feel very honoured that i evoke so much emotion in you that would drive you to put in so much effort for me,1,joy
7614,i feel like nobody is giving me a chance to explain and accept that i am never going to be happy doing what they expect me to do,1,joy
7615,i have to say i feel slightly envious of julian,3,anger
7616,i would go up to my bedroom feeling depressed,0,sadness
7617,i feel like oh please why im so fake again but the spazzing thingy about gikwang is not fake,0,sadness
7618,i havent hopped on one yet but i definitely will and speaking of cardio exercise i was feeling all kinds of superior after a href http emilyhursh,1,joy
7619,i don t know why that surprises me because whenever i get exercise whether it s working out in my garden or going to the gym i feel terrific afterward which is naturally the reason i don t do it all the time,1,joy
7620,i feel so nervous anxious and i dont know why,4,fear
7621,i feel emotional about how people have treated me over the last few months and years,0,sadness
7622,i feel thats a valuable piece of consumer knowledge and one item of many ive added to my good to know stores,1,joy
7623,i continue to explore these sites i feel like they would be more useful in an industry which requires to maintain contact,1,joy
7624,i thought i would challenge myself i really wanted to capture a realistic view of the animal whilst also showing of my own unique painting style i feel this was successful yet next time i would go larger,1,joy
7625,i am feeling a little weird as i compare this big old number with how young insecure childlike playful silly i feel inside,4,fear
7626,i would be feeling guilty of writing craps on my blog nothing useful nor beneficial to others,0,sadness
7627,i feel your pain whether you want me to or not and its pity implies that for some unfortunate people justice is not enough,0,sadness
7628,i feel horrible rel bookmark permalink,0,sadness
7629,i wake up hobble over to the computer or turn over and grab the phone from the night stand and start checking emails blogs facebook random internet clicking writing a few posts and before i know it its nearly noon and i feel no more productive than i did three hours earlier,1,joy
7630,i decided to focus on how i was feeling and what needs were not being met for me in this situation rest calm enjoyment relaxation,1,joy
7631,i reply feeling suspicious,4,fear
7632,i was feeling awful friends before i left for my dads,0,sadness
7633,i found some four ply tweedy yarn from rowan that i thought would be just the right thing for that flying fans shawl i started but didnt feel was very successful in the yarn that i had a href http,1,joy
7634,im feeling more vulnerable writing about this than i do writing about my melt downs mishaps and toddler challenges,4,fear
7635,im exhausted in excruciating pain and feeling extremely hostile,3,anger
7636,i feel an important experience for short term mission groups,1,joy
7637,i feel proud now,1,joy
7638,i could set all these discouraging feelings free,1,joy
7639,i love you all d pagetitle superman mereka penyeri my life without them i feel like blank sheet of paper,0,sadness
7640,i feel amazed to say that i am doing what i only dreamed of doing again,5,surprise
7641,i feel very bitter that i am supposed to be providing this privileged space to someone else and i dont get it,3,anger
7642,im feeling really thankful for everything ive been blessed with in my life right now i wont be eating any turkey no tofurkey either yes thats a real thing,1,joy
7643,i feel so relieved about what i had been through i can sense a big transparence burden was lifted and thrown into a deep cliff,1,joy
7644,im stupid and make me feel like im worthless,0,sadness
7645,i am mostly feeling contentedly terrified about it all,4,fear
7646,i feel nevertheless not convinced which g is the be all and end all which sprint is creating it away to be,1,joy
7647,i can remember feeling petrified,4,fear
7648,i was able to feel everything and exactly where my sweet boy was in the birth canal,1,joy
7649,i left feeling quite dissatisfied with the whole thing specifically that she dictated to me that i should be on meds and did not discuss with me why she thought this was necessary nor what other lifestyle options there might be to reduce my risks etc,3,anger
7650,im thinking about death at the moment and feeling really sad because my lovely uncle shaun has died,0,sadness
7651,im wrestling with the inclination to not go to school today but after reading jamies status on facebook now i feel shamed into going,0,sadness
7652,i thought made the room feel playful and kid friendly,1,joy
7653,i wear makeup not only to reflect how beautiful i truly feel on in the inside but also to break the stereotype of the nerdy timid out of the loop woman in the sciences,4,fear
7654,i feel very distressed because i m supportive of this campaign and with the senator,4,fear
7655,i was feeling resentful and daydreaming about the various places i could tell him to shove those big girl panties,3,anger
7656,i feel ungrateful for being unhappy but i cant seem to move on properly,0,sadness
7657,i feel the self pressured expectation to keep up to date with our family events so in order to assuage the guilt here we go,4,fear
7658,i guess yelp wouldnt be a useful website if people only wrote positive reviews so i feel kind of lame about it,0,sadness
7659,i guess i do feel the need to mention the realism of the just how tragic the hardship of everyday life in the mumbai slums really is,0,sadness
7660,i drafted this post at least a month ago and now i m feeling quite uncertain about it,4,fear
7661,every time i meet a certain dog that has once bitten me,4,fear
7662,i gotta say that i feel like i was suckered into buying the iphone s because i saw the ads on how cool siri was,1,joy
7663,id be less than honest on this blog if i didnt report that im feeling very petty right now,3,anger
7664,my mother did not come home till late at night ages ago anyway if i dont know where my parents are and when theyll be back i start thinking that perhaps they have had an accident and are perhaps dead,4,fear
7665,i feel like watching equilibrium or something equally delicious and playing the sims and generally being lazy,1,joy
7666,im feeling are happiness wholeness and excited anticipation sometimes im reduced to tears and can barely begin to put my feelings into words,1,joy
7667,ive been feeling weird because i am weird,4,fear
7668,i cant continue to be the whipping post for someone who feels lousy about themselves,0,sadness
7669,i have the feeling in my mind that a person gets when they have resolved something and they can be at ease,1,joy
7670,i do when i m feeling a bit weird to reground myself,5,surprise
7671,i found myself feeling more satisfied after eating smaller nutrient dense meals than i would after eating a huge portion of spaghetti and meatballs with italian bread and butter one of my favorite meals previously,1,joy
7672,i know its not always as great an experience as ive set out here but if youre feeling a bit jaded and would like to remind yourself of what it was about teaching that attracted you in the first place you might like to give it a thought,0,sadness
7673,i am feeling very pissed now,3,anger
7674,i must say that im not feeling gloomy at all about this place,0,sadness
7675,i feel quite sure our paths will cross again,1,joy
7676,im such a workaholic its because i feel productive and im doing something that i like something that makes me work,1,joy
7677,i ended up feeling pretty terrific about myself yesterday,1,joy
7678,i am feeling quite smug now as i didn t actually see any mating but assessed the signs calculated the dates etc and got it spot on,1,joy
7679,i think of that image i feel calm amp safe a href http revealthestaryoutrulyare,1,joy
7680,i have been feeling for quite a while that i am just not satisfied with my stash when it comes to blushes,1,joy
7681,i feel that the project went smoothly and successful however i did hit a few obstacles such as issues with my memory stick corrupting however i soon managed to resolve that through back up,1,joy
7682,i get a funny feeling he does not consider you worthless,0,sadness
7683,i do need constant reminders when i go through lulls in feeling submissive whether i like them or not,0,sadness
7684,i feel like being distracted,3,anger
7685,i feel lousy and im very anxious about my presentation today,0,sadness
7686,i appreciate not having to do it but it feels so strange to be sitting around not packing when a move is so close,4,fear
7687,i feel disgusted just looking at that number,3,anger
7688,im feeling morose as i tend to do when im awake and writing here at almost am,0,sadness
7689,i help a lot of people at a later time when i m feeling pissed off with things i might look back at my life and say hey i m not that bad a person,3,anger
7690,i feel agitated i become easily overwhelmed,4,fear
7691,i feel quite privileged because myself and the other foreigners live in a complex known to all as the foreign experts building i dont think im really an expert at anything but if thats how theyd like to call it im fine with it haha,1,joy
7692,i spent two weeks in zombie mode then two weeks feeling all my feelings again after being numb for so long,0,sadness
7693,i know how vital daily practice is in my souls development and i can feel the energetic thunk when i drink in the charged water from my kala glass,1,joy
7694,i feel stupid and thoughtless,0,sadness
7695,i left with a great feeling of encouragement and rich for having walked alongside africans,1,joy
7696,i am happy with the news comeback i am feeling agitated with some fangirls,3,anger
7697,i think honestly i did feel a bit vulnerable,4,fear
7698,i feel about myself is so fucked up,3,anger
7699,i feel as fantastic as a beauty and beast moment would have been i did not go through any magical dramatically lit transformations as i exited the first trimester and emerged in the second,1,joy
7700,i should somehow feel hesitant about that,4,fear
7701,ive been thinking about that this morning and realizing that my ordinary life is starting to feel dull,0,sadness
7702,i found myself feeling very sorry for quell as dodd deceives him for his own personal benefit,0,sadness
7703,i do not feel as ugly,0,sadness
7704,i cant help but feel somewhat heartbroken by this news,0,sadness
7705,i have analyzed and overanalyzed my aversion to this suggestion and in the end have accepted my gut feeling this was not an acceptable solution for alex at that time and place,1,joy
7706,im feeling defeated,0,sadness
7707,i feel like i should have something more intelligent to say about this but that s all i ve got right now,1,joy
7708,im living alone while waiting for my license test and english speaking test im feeling more relaxed hibernating without any fresh air,1,joy
7709,i feel like i am really grouchy and some days i get in moods where i feel like it is me against the world,3,anger
7710,i feel it isnt enough times i dont feel respected or special or that this relationship is good for me,1,joy
7711,i understand that every memory is something precious and that i should cherish it but at the moment i feel disgusted at how i had become during that time of my life,3,anger
7712,i feel no compunction to be gracious with them,1,joy
7713,i came out freaked on the brink of tears feeling angry confused ridiculous small,3,anger
7714,i didnt feel inhibited in my own journal and to tell me that he isnt going to read any more of it,0,sadness
7715,i am feeling highly frustrated because i had worked a long day and just wanted to get home and take a shower and eat my snacks and listen to some music,3,anger
7716,i believe in you moment we all feel til then it s one more skeptical song,4,fear
7717,i remember feeling shocked and somewhat embarrassed that the adf unity rite i was consecrated in was so much about me,5,surprise
7718,i never feel satisfied or satiated like i used to when we were dining out,1,joy
7719,i feel pleasant staying away from the former,1,joy
7720,i hate missing practice because i feel like the reps in practice are vital to your performance on sunday,1,joy
7721,the patient whom i expected to get well suddenly passed away after he showed had his meals,3,anger
7722,i have an awesome husband i got to lay in bed for two days straight which i think is directly linked to the fact that im already feeling much better,1,joy
7723,i do feel confident that ill be able to compete on price my product is some of the most affordable on etsy but what if people would rather pay more for pompoms and multi colored braided ear flaps,1,joy
7724,i would have wasted time and money and i just feel really pressured because i dont want to do that,4,fear
7725,i see lyman i just feel more and more amazed about us,5,surprise
7726,im sure ill get through it im just feeling whiney today,0,sadness
7727,i do actually feel frightened having seen what my mother went through in her treatment for a malignant melonoma,4,fear
7728,i often feel that they are not an extremely clever and talented people,1,joy
7729,im feeling a need to revisit my artistic influences,1,joy
7730,i have a bad feeling that i am going to get very aggravated again tomorrow,3,anger
7731,i got caught shoplifting a package of gummy bears,4,fear
7732,i feel like that s because i didn t grow up in cliques at school like in movies there s the popular girl,1,joy
7733,i feel empty inside all the time,0,sadness
7734,i should instead develop warm and friendly feelings towards everyone i meet thereby allowing my mind to develop virtuous attitudes,1,joy
7735,i was feeling so indecisive and blah,4,fear
7736,i actually feel pretty good,1,joy
7737,i mean architectural wonders just make you feel wowed impressed and you just end up really respecting the people who built them but nature just makes you feel so much more aware of the world around you without actually actively doing anything because they were always there you know,5,surprise
7738,i feel sure the majority would go for ios on a galaxy sii or a lumia,1,joy
7739,i feel neglectful that i have to skip over all the entries from this community and that i dont have the time to be as religious as i had been,0,sadness
7740,i feel we would be a far better species,1,joy
7741,i know so many people rave about it that i m feeling a bit weird,5,surprise
7742,i just cant make proper conversation and feel annoyed by little things,3,anger
7743,i soon went back to feeling shitty again,0,sadness
7744,i can t believe all the newborns that i ve photographed with heads full of dark hair but i am feeling just a little envious because my babies are bald and blonde as they come,3,anger
7745,i feel dumb for asking ryan said but ben cut him off,0,sadness
7746,i know that the amount of control i feel i need to have over my life is over the top so i continue to work at keeping faith and trusting that life is unfolding as it should,1,joy
7747,i feel the nearness of my beloved grandpa bishop hi grandpa,1,joy
7748,i cant wait to feel her innocent spirit,1,joy
7749,i feel the delicious heat rising in me again begging for release but i try to stave it off,1,joy
7750,i have a few prayer requests if you want to the add your own to the list feel free,1,joy
7751,i come home from work too often feeling irritable and it s not fair or loving to dump all that ugliness onto my husband,3,anger
7752,i feel optimistic about the remainder of our time in the military,1,joy
7753,i leave his words feeling doubtful of the naight ever ending,4,fear
7754,i feel so regretful about getting such high hopes on myself coz i thought i got the damn job and then spurging on things that i dont need when i can use those money to get something decent for both of us,0,sadness
7755,i leave feeling defeated hopeless and too weak to keep pressing into god and recovery,0,sadness
7756,i feel a cool breeze and think it might be cold but then i realize it is still degrees and humid outside,1,joy
7757,i feel burdened by her and the fact that i have no help what so ever,0,sadness
7758,i can just remember that when im feeling ungrateful that would be great,0,sadness
7759,im feeling a bit smug that im doing a number of these things already walking and cycling advocacy lots of fruit and veggies and whole grains attending service every sunday,1,joy
7760,i looked down at my sweet boy hudson i knew this was my calling and that his spirit needed me at all times even when im frustrated and feel helpless and lost as a mother,0,sadness
7761,im not going to lie ive been feeling rather happy lately which is odd for me since im rarely happy when school is in session,1,joy
7762,i wish i have the feeling back soon cause now i realise how lonely when i dont have the feeling its like soo unwanted even when i am not,0,sadness
7763,i feel less bothered my get the rape stick out of your ass because i think a statement like that says a lot more about the speaker than the target,3,anger
7764,i feel like i should ask him if he is ok offer him some help prop the door open or something,1,joy
7765,i also feel like maybe you dont want the real messy authentic mark,0,sadness
7766,i am not feeling well so i am hoping this mission goes fast,1,joy
7767,i feel like this was a very productive year for me in that area,1,joy
7768,i wasnt so terribly sore i would feel a bit regretful but theres papers to write and ebony dances to practice for,0,sadness
7769,i feel more mellow again,1,joy
7770,i have been labeled the accuser and for this reason i feel it is my responsibility to bring to your attention this information about whom you have believed to be faithful,1,joy
7771,i feel the sting of pain from its teeth but im angered,3,anger
7772,i suspect those might also be factors in making him not feel rich,1,joy
7773,i hope my generation will pass on good values and beliefs to the next generation because i feel that is very important,1,joy
7774,i feel so honored to have this wonderful man as my husband,1,joy
7775,i know my best friend thinks i m a legend xd she tells me i m hilarious and a badass when most of the time i feel like a wimpy dork,4,fear
7776,im sad i feel that every heartbroken song was written just for me,0,sadness
7777,i don t want people to feel offended by that request it could be viewed as too forward,3,anger
7778,i tend to come away feeling insulted by books that deny them,3,anger
7779,i need to feel my ears agonized by the high treble of a guitar amp turned all the way up,0,sadness
7780,i spent a while in here otherwise i was in my room reading and working in the feeling good handbook or making notes on how to further keep my anger under control once i was discharged,1,joy
7781,i feel absolutely defeated socially,0,sadness
7782,i was feeling rather playful last night as well,1,joy
7783,i love the latter for their smooth feel and delicious flavours not to mention their awesome glossy appearance,1,joy
7784,i feel like i am a little ungrateful but i love my home and sometimes getting away is a great way to remind you how much you love the life you have,0,sadness
7785,i know is that by the end of the reception i was feeling a little left out so when chris asked me to dance i was thrilled to accept,1,joy
7786,i never kissed a guy because every time i d try i d freak out and feel disgusted,3,anger
7787,i feel doomed for wanting to get a doctorate of something besides medicine,0,sadness
7788,i feel as if i had an unfortunate run in with tyler durden and his fight club,0,sadness
7789,i always end up crying and feeling so hurt like its the end of the world,0,sadness
7790,i am feeling something ive never ever felt before and its unpleasantly pleasant,1,joy
7791,i started to feel that irritated feeling,3,anger
7792,i feel sort of appreciative,1,joy
7793,im so afraid that i will fuck it up like i did with phil but im at the perfect time in my life and this feels so much more flawless,1,joy
7794,i feel divine original mix,1,joy
7795,i started university at the age of and although it was incredibly nerve racking i feel organised and determined which is a far cry from the jess of years ago or maybe even for that matter,1,joy
7796,i prove myself wrong here i am feeling ugly because i made no attempt to get out of my sleeping clothes oh and my eyebrows,0,sadness
7797,i just hope we can help him feel less afraid and more supported and loved,4,fear
7798,i feel lucky on my birthday,1,joy
7799,i am starting to feel a little more welcomed into the sessions,1,joy
7800,im feeling fabulous on friday and friends i would love for you to share with me,1,joy
7801,i feel terrible for him but omg,0,sadness
7802,i refuse to stay in this place we all have moments of feeling exhausted from very hard work and needing some validation in return,0,sadness
7803,i don t want this to end just like i didn t want the series rock chicks to end but i feel like ka will keep on bringing us amazing stories with wonderful women and sexy men,1,joy
7804,i find daunting my feelings soon change to that of wishing to rise to the challenge call it determined or even stubborn,1,joy
7805,i feel like there needs to be a disclaimer that i am in no way romanticising the shitty aspects of this pairing okay it is fucked up beyond belief summary castiel holds the world in the palm of his hand,0,sadness
7806,i may feel that i am not precious to others,1,joy
7807,i have nothing to compare this love to but i feel sure it is a true deep love,1,joy
7808,i got home feeling extremely sleep deprived and spent a week getting caught up on all the different post conference emails and phone calls not to mention sleep and laundry,0,sadness
7809,i really thought that after we had her i would stop feeling pained when i heard about other people getting pregnant,0,sadness
7810,i feel like the addition of sweet fresh corn really adds a touch of summer to an otherwise heavy fall dish,1,joy
7811,i like earreading audiobooks so much because they make me feel productive by getting reading done while im doing other things like driving,1,joy
7812,i almost always feel fantastic after i exercise so i recommend doing it every day if you can,1,joy
7813,i am feeling that bitter sweetness that comes from a deep recess in my soul,3,anger
7814,i know it s weird to see me call something review i feel weird saying it myself but i digress,4,fear
7815,i feel so appreciative to have their support,1,joy
7816,i was feeling super lazy too,1,joy
